ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""LRM""",191,"""Missile""","""Weapon""","""Weapon""",5,834000,"""Weapon_LRM_LRM30_JuryRigged""",0,25,1,5,"""lrm20""","[210,390,500]",12,"""This WAS an LRM20, they somehow managed to override any safeties, removed the guidance computer, and sped up the feeding mechanism. If this explodes and sends you after Kerensky don't ask me to fix it. <b><color=#099ff2>VOLATILE!</color></b>""",false,0,"""All""",1,"""Unknown""","""WHOOOOSH""",,"[""component_type_stock"",""range_very-long"",""wr-jammable_weapon"",""wr-damage_when_jam"",""wr-jam_chance_multiplier-10""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]","{""flags"":[""not_broken"",""not_destroyed""]}",2,"""lrm""","""Jackson""","""Long-Range Missile Launcher""","""Pirate LRM30""",true,2,"""LRM30 (P)""","""All""",0,0,,0.005,true,666,66,0,1,1,30,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WpnRecoil: 1"",""Explodium: 10"",""DakkaBoom: 5"",""VariableDmg: 2"",""Indirect"",""DoesCluster""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,,,true,,,,,,,"{""ExplosionDamagePerAmmo"":5,""HeatDamagePerAmmo"":1,""StabilityDamagePerAmmo"":1}",,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,30,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",4,797500,"""Weapon_RISC_MML_20""",0,26,0.8,6,"""lrm20""","[210,420,630]",6,"""RISC Engineers took an interest in the Mercenary created MML systems and tried to adapt them for a more high tech battlefield. Applying weight saving technologies similar to the LBX autocannons allowed them to increase volley sizes. \n\n <b><color=#ffcc00>Uses SRM/LRM Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle between LRM or SRM.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/m/s/mml""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""uixSvgIcon_weapon_Missile""","""RISC""","""Multi Missile Launcher""","""MML 20""",true,5,"""MML 20 RISC""","""All""",0,0,,0.005,true,690,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster"",""WeaponJAMFlat: 15%"",""DakkaBoom: 6""]}",,,0.35,0.03,40,,"{""SortKey"":""03026""}",,,"[{""AIHitChanceCap"":0.99,""AmmoCategory"":""LRM"",""Id"":""LRM"",""UIName"":""LRM"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AmmoCategory"":""SRM"",""DamagePerShot"":4,""FireTerrainChance"":0.005,""HeatGenerated"":12,""Id"":""SRM"",""IndirectFireCapable"":false,""Instability"":0.8,""LongRange"":-360,""MaxRange"":-360,""MiddleRange"":-240,""MinRange"":-180,""ShortRange"":-120,""UIName"":""SRM"",""WeaponEffectID"":""WeaponEffect-Weapon_SRM6"",""isBaseMode"":false}]",,,,,,,,,"{""ExplosionDamagePerAmmo"":6,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,0.15,,,3,0.01,,,,,,,,,,,,,,,,,,,
"""MRM""",128,"""Missile""","""Weapon""","""Weapon""",5,760000,"""Weapon_ATM12_JuryRigged""",0,18,1,5,"""lrm20""","[180,270,420]",7,"""This was an Advanced Tactical Missile system, before someone turned it into this wreckage. This is the famous case of getting a weapon into some nutcases hand but no ammo for it. The whole system has been turned upside down, the Artemis got completely yanked out and they put a jury rigged RAC-feeder in its place, allowing the speed at which it launches Missiles to be adjusted, but i'd be carefull setting it to high speed, though slower speeds improve its lock on speed.  \n\n <b><color=#099ff2>VOLATILE!</color></b> \n\n <b><color=#ffcc00>Uses LRM/MRM/SRM Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to Hit during battle to switch firing mode, LRM, MRM, SRM</color> </b>""",false,0,"""All""",1,"""Damage Falloff""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/s/mml""},{""CategoryID"":""w/m/s/srm""},{""CategoryID"":""w/m/l/lrm""},{""CategoryID"":""w/m/l/mrm""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""MRM""","""Ze Khan""","""Advanced Tactical Missile""","""ATM 12 (P)""",true,10,"""ATM 12 (P)""","""All""",0,0,,,true,510,0,0,1,3,12,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""PirateATM"",""DakkaBoom: 8"",""WeaponJAM: 10%"",""WpnRecoil: 3"",""IndirectMML"",""DoesCluster""]}",,,0.35,0.038,50,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.15,""AmmoCategory"":""LRM"",""FireDelayMultiplier"":0.1,""FireTerrainChance"":0.005,""Id"":""LRM"",""LongRange"":270,""MaxRange"":240,""MiddleRange"":210,""MinRange"":240,""MissileVolleyIntervalMultiplier"":3.1,""MissileVolleySize"":12,""ProjectileSpeedMultiplier"":1.2,""ShortRange"":90,""UIName"":""LRM"",""WeaponEffectID"":""WeaponEffect-Weapon_LRM20"",""isBaseMode"":false},{""AIHitChanceCap"":0.2,""FireDelayMultiplier"":0.1,""FireTerrainChance"":0.005,""Id"":""MRM"",""IndirectFireCapable"":false,""MissileVolleyIntervalMultiplier"":3.1,""MissileVolleySize"":12,""ProjectileSpeedMultiplier"":1.1,""UIName"":""MRM"",""isBaseMode"":true},{""AIHitChanceCap"":0.3,""AmmoCategory"":""SRM"",""DamagePerShot"":5,""FireDelayMultiplier"":0.1,""FireTerrainChance"":0.01,""Id"":""SRM"",""IndirectFireCapable"":false,""Instability"":1,""LongRange"":-200,""MaxRange"":-210,""MiddleRange"":-140,""MissileVolleyIntervalMultiplier"":3.1,""MissileVolleySize"":12,""ProjectileSpeedMultiplier"":1.1,""RefireModifier"":1,""ShortRange"":-120,""UIName"":""SRM"",""WeaponEffectID"":""WeaponEffect-Weapon_SRM6"",""isBaseMode"":false}]",,true,,,,,,,"{""ExplosionDamagePerAmmo"":8,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,0.1,,,3,0.05,,,,,,,,,,,,,,,,,,,
"""iATM""",333,"""Missile""","""Weapon""","""Weapon""",8,730800,"""Weapon_LRM_iATM12_CLAN""",0,24,2,5,"""lrm20""","[150,300,450]",7,"""The Improved Advanced Tactical Missile system (iATM) was developed by The Society. Like the Advanced Tactical Missile that it's based on, the iATM system uses a variety of ammunition types and includes an advanced targeting option. Unlike the ATM, the iATM uses a Streak SRM style guidance system to improve accuracy. \n\n<b><color=#ffcc00>Uses iATM Ammo.</color></b>""",false,-1,"""All""",1,"""Damage Falloff""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/l/iatm""}]",,0,"""ATM""","""CLAN""","""Improved ATM""","""iATM 12 (C)""",true,10,"""iATM 12 (C)""","""All""",0,2,,0.01,false,600,120,0,1,0,12,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""PipsIgnored: 2"",""WpnAccuracy: +1"",""Streak"",""DoesCluster"",""iATM""]}",,,0.25,0.04,40,,"{""SortKey"":""03018""}",,,"[{""Id"":""Streak"",""UIName"":""Streak"",""isBaseMode"":true},{""HitGenerator"":""Cluster"",""Id"":""Indirect"",""IndirectFireCapable"":true,""Streak"":false,""UIName"":""Indirect"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.4,,,,,,,,"""Streak""",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",86,"""Missile""","""Weapon""","""Weapon""",5,725000,"""Weapon_MML_9""",0,7,1,4,"""lrm20""","[210,420,630]",6,"""Multi-Missile Launchers can fire both LRM and SRM, including any special warhead types, and are compatible with the Artemis IV fire control system. \n\n <b><color=#ffcc00>Uses SRM/LRM Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle between LRM or SRM.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/s/mml""}]",,0,"""uixSvgIcon_weapon_Missile""","""Jackson""","""Multi Missile Launcher""","""MML9""",true,5,"""MML9""","""All""",0,0,,0.005,true,840,180,0,1,0,9,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""MML"",""IndirectMML"",""DoesCluster""]}",,,0.35,0.038,50,,"{""SortKey"":""03026""}",,,"[{""AIHitChanceCap"":0.99,""AmmoCategory"":""LRM"",""Id"":""LRM"",""UIName"":""LRM"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AmmoCategory"":""SRM"",""DamagePerShot"":5,""FireTerrainChance"":0.005,""HeatGenerated"":2,""Id"":""SRM"",""IndirectFireCapable"":false,""Instability"":1,""LongRange"":-360,""MaxRange"":-480,""MiddleRange"":-240,""MinRange"":-180,""ShortRange"":-120,""UIName"":""SRM"",""WeaponEffectID"":""WeaponEffect-Weapon_SRM2"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""STREAKLRM""",0,"""Missile""","""Weapon""","""Weapon""",5,725000,"""Weapon_Streak_MML_9""",0,8,1,5,"""lrm20""","[210,420,630]",8,"""Marrying the Streak System from Clantech Launchers to a MML selector system allowed RISC Engineers to create this fine Marvel of Technology, unusually for them, its unlikely to explode. \n\n <b><color=#ffcc00>Uses Streak SRM/LRM Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle between LRM or SRM.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/m/s/mml""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""uixSvgIcon_weapon_Missile""","""Jackson""","""Multi Missile Launcher""","""SMML9""",true,5,"""Streak MML9""","""All""",0,0,,0.005,false,690,180,0,1,0,9,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""StreakMML"",""Streak"",""DoesCluster""]}",,,0.35,0.038,50,,"{""SortKey"":""03026""}",,,"[{""AIHitChanceCap"":0.99,""AmmoCategory"":""STREAKLRM"",""Id"":""LRM"",""UIName"":""LRM"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AmmoCategory"":""STREAKSRM"",""DamagePerShot"":5,""FireTerrainChance"":0.005,""HeatGenerated"":5,""Id"":""SRM"",""IndirectFireCapable"":false,""Instability"":1,""LongRange"":-360,""MaxRange"":-360,""MiddleRange"":-240,""MinRange"":-180,""ShortRange"":-120,""UIName"":""SRM"",""WeaponEffectID"":""WeaponEffect-Weapon_SRM6"",""isBaseMode"":false}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Streak""",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""TBOLT20""",305,"""Missile""","""Weapon""","""Weapon""",100,560000,"""Weapon_LRM_Thunderbolt20""",0,24,25,5,"""lrm20""","[180,360,540]",12,"""The Thunderbolt launcher is an offshoot of standard LRM technology. Instead of firing groups of missiles, the Thunderbolt launcher fires a single missile. It suffers from reduced range, and is susceptible to AMS. \n\n <b><color=#ffcc00>Uses TBOLT20 Ammo.</color></b>""",,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/t/thunderbolt""}]",,0,"""thunderbolt""","""NAIS""","""Thunderbolt Missile Launcher""","""TBM20""",true,4,"""Thunderbolt 20""","""All""",0,0,,0.125,true,720,150,0,1,0,1,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""IsThunderbolt"",""Indirect""]}",,,0.25,0.5,500,,"{""SortKey"":""03022""}",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",220,"""Missile""","""Weapon""","""Weapon""",4,522000,"""Weapon_LRM_LRM20_CLAN""",0,20,0.8,3,"""lrm20""","[210,420,630]",5,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit.""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""CLAN""","""Long-Range Missile Launcher""","""LRM20 (C)""",true,10,"""LRM20 (C)""","""All""",0,0,,0.005,true,840,0,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster""]}",,,0.25,0.02,20,,"{""SortKey"":""03014""}",,,,,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ATM""",212,"""Missile""","""Weapon""","""Weapon""",8,522000,"""Weapon_LRM_ATM12_CLAN""",0,24,2,5,"""lrm20""","[150,300,450]",7,"""The Advanced Tactical Missile system (ATM) was developed by Clan Coyote and allows its users to choose between three different types of ammunition. ATMs also include an integral Artemis IV Fire Control System. \n\n<b><color=#ffcc00>Uses ATM Ammo.</color></b>""",false,-1,"""All""",1,"""Damage Falloff""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/l/atm""}]",,0,"""ATM""","""CLAN""","""Advanced Tactical Missile""","""ATM 12 (C)""",true,10,"""ATM 12 (C)""","""All""",0,1,,0.01,true,600,120,0,1,0,12,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""PipsIgnored: 1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""DoesCluster"",""WeaponClustering: 9"",""ATM"",""Indirect""]}",,,0.25,0.04,40,,"{""SortKey"":""03018""}",,,,,true,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.4,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HMRM""",0,"""Missile""","""Weapon""","""Weapon""",8,522000,"""Weapon_HEAVY_MRM_40""",0,40,1.5,7,"""lrm20""","[180,270,420]",12,"""Based upon Advances by the Combine and with knowledge from Clan Missile Launchers have RISC Engineers developed the Heavy MRM, being able to deliver a heavier payload with guided Missiles at extremely large Volley sizes. \n\n <b><color=#ffcc00>Uses H-MRM Ammo.</color></b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/s/hmrm""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""MRM""","""RISC""","""Heavy Medium Range Missiles""","""H-MRM40""",true,3,"""Heavy MRM40""","""All""",0,0,,0.005,false,510,0,0,1,0,40,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""DakkaBoom: 10"",""HMRM""]}",,,0.4,0.05,50,,"{""SortKey"":""03030""}",,,,,true,,,,,,,"{""ExplosionDamagePerAmmo"":10,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":4}",,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.3,,,,,,,,"""Individual""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,true,,,0.2,,,5,0.015,,,,,,,,,,,,,,,,,,,
"""LRM""",268,"""Missile""","""Weapon""","""Weapon""",4,464000,"""Weapon_LRM_LRM20_EXTENTED""",0,36,1,6,"""lrm20""","[360,660,1140]",14,"""The Extended LRM (ELRM) system was designed by engineers in the Federated Commonwealth. The ELRM pairs a standard LRM to a booster system that gives the missile more fuel, and thus, more range. Offsetting the range advantage is the fact that the minimum range of the weapon is increased by over 50%, combined with a reduced ammunition capacity and a heavier, bulkier launcher. """,false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/m/l/enlrm""}]",,0,"""lrm""","""Jackson""","""Long-Range Missile Launcher""","""LRM20""",true,3,"""ELRM20""","""All""",0,0,,0.005,true,1320,240,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""RangedDmg: +100%"",""Indirect"",""DoesCluster""]}",,,0.25,0.02,20,,"{""SortKey"":""03014""}",,,,,true,,,,,,"[{""C"":""#7F1D37"",""I"":5},{""C"":""#FAF43C"",""I"":5},{""C"":""#F7FF00"",""I"":5},{""C"":""#BA55D3"",""I"":5},{""C"":""#8A2BE2"",""I"":5},{""C"":""#EC4794"",""I"":5},{""C"":""#7BD1A3"",""I"":5},{""C"":""#FF4500"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#00BFFF"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#11FF00"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#DC143C"",""I"":5},{""C"":""#565B5B"",""I"":5},{""C"":""#8B0000"",""I"":5},{""C"":""#467674"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#1D7F23"",""I"":5},{""C"":""#7F1D37"",""I"":5},{""C"":""#00BFFF"",""I"":5},{""C"":""#EE82EE"",""I"":5}]",,,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,5,,,,,,,,,,,,,,,,,,,,,,,,
"""MRM""",400,"""Missile""","""Weapon""","""Weapon""",5,435000,"""Weapon_MRM_40_JuryRigged""",0,18,1,9,"""lrm20""","[180,270,420]",17,"""This MRM40 at first glance seems as a normal weapon system. However after a careful look into its interiors reveals, that some 'genius' wanted to speed it up, so it shoots more missiles and he achieved it, by jury rigging the reload mechanism with installing a small caliber RAC-feeder. I am pretty sure, this is a one-shot weapon, as its gonna jam itself, if using a mode to fire more missiles than it should. <b><color=#099ff2>VOLATILE!</color></b> \n\n <b><color=#ffcc00>Uses MRM Ammo.</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,1,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/s/mrm""}]","{""flags"":[""not_broken"",""no_salvage"",""autorepair""]}",0,"""MRM""","""Coop""","""Medium Range Missiles""","""Pirate MRM40""",false,3,"""MRM40 (P)""","""All""",0,0,,0.005,false,510,0,0,1,0,40,0,"""LRM""","""WeaponEffect-Weapon_SRM6""","""LRM20""",[],,"{""Bonuses"":[""WpnAccuracy: -1"",""ModesCanMisfire"",""DakkaBoom: 80"",""MRM""]}",,,0.4,0.025,25,,"{""SortKey"":""03030""}",,,"[{""AIHitChanceCap"":0.2,""Id"":""x40"",""UIName"":""x40"",""isBaseMode"":true},{""AIHitChanceCap"":0.3,""DamageOnJamming"":true,""FlatJammingChance"":0.2,""GunneryJammingBase"":5,""GunneryJammingMult"":0.01,""HeatGenerated"":20,""Id"":""x80"",""RefireModifier"":3,""ShotsWhenFired"":40,""UIName"":""x80"",""isBaseMode"":false},{""AIHitChanceCap"":0.4,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.02,""HeatGenerated"":40,""Id"":""x120"",""RefireModifier"":6,""ShotsWhenFired"":80,""UIName"":""x120"",""isBaseMode"":false}]",,true,,,,,,,"{""ExplosionDamage"":80,""StabilityDamage"":40}",,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.3,,,,,,,,"""Individual""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""STREAKLRM""",345,"""Missile""","""Weapon""","""Weapon""",4,435000,"""Weapon_LRM_LRM20_STREAK""",0,18,1,4,"""lrm20""","[210,420,630]",10,"""The Streak LRM marries the Streak guidance system with a standard LRM launcher. Developed by Clan Coyote technicians as part of Khan Sullivan Koga's revitalization plan, the Streak LRM combines the orignial Streak's ammunition conservation with LRM range. Though successful, the Streak LRM launcher weighs twice as much as the standard Clan LRM launcher (as much as a standard Inner Sphere launcher). The Streak LRM cannot make use of any alternate ammunition types or enhanced guidance systems. Since the Streak LRM requires line of sight to lock on to a target it also lost the ability to make indirect fire attacks. \n\n<b><color=#ffcc00>Uses Streak LRM Ammo.</color></b>""",false,-1,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/slrm""}]",,0,"""lrm""","""CLAN""","""Long-Range Missile Launcher""","""LRM20 (C)""",true,0,"""STREAK LRM20 (C)""","""All""",0,1,,0.005,false,840,0,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WpnAccuracy: +1"",""PipsIgnored: +1"",""Streak"",""DoesCluster""]}",,,0.25,0.02,20,,"{""SortKey"":""03014""}",,,,,true,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1.5,,,,,,,,"""Streak""",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MRM""",224,"""Missile""","""Weapon""","""Weapon""",5,435000,"""Weapon_MRM_40""",0,36,1,7,"""lrm20""","[90,240,450]",12,"""The Medium-Range Missile Launcher was designed by scientists at Luthien Armor Works. MRMs are dead-fire missiles that are fired more like lasers than missiles. In order to pack as many missiles as possible into one salvo, scientists removed guidance systems and made the whole package smaller. Though this was seen as a step backwards in technological development, the inexpensive and deadly MRMs have spread throughout the Draconis Combine and to many mercenary units. \n\n <b><color=#ffcc00>Uses MRM Ammo.</color></b>""",false,1,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/s/mrm""}]",,0,"""MRM""","""Shigunga""","""Medium Range Missiles""","""MRM40""",true,3,"""MRM40""","""All""",0,0,,0.005,false,480,0,0,1,0,40,0,"""LRM""","""WeaponEffect-Weapon_SRM6""","""LRM20""",[],,"{""Bonuses"":[""WpnAccuracy: -1"",""AMSChance: -20%"",""MRM""]}",,,0.4,0.025,25,,"{""SortKey"":""03030""}",,,,,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,-0.2,,1.3,,,,,,,,"""Individual""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,true,,,,,,,,,,,,,,,,,,,,,,,,,,
